Fecha,Rango edad,Número de hombres,Número mujeres
['6/07/09 6:00'],15-19,1951,1827
['6/07/09 6:00'],20-24,2362,2410
['6/07/09 6:00'],25-29,3216,3427
['6/07/09 6:00'],30-34,4130,4387
['6/07/09 6:00'],35-39,3901,3871
['6/07/09 6:00'],40-44,3415,3431
['6/07/09 6:00'],45-49,2876,3001
['6/07/09 6:00'],50-54,2439,2754
['6/07/09 6:00'],55-59,2245,2445
['6/07/09 6:00'],60-64,2062,2021
['6/07/09 6:00'],65-69,1343,1351
['6/07/09 6:00'],70-74,862,932
['6/07/09 6:00'],75-79,639,793
['6/07/09 6:00'],80-84,366,598
['6/07/09 6:00'],85-89,192,380
['6/07/09 6:00'],90-94,51,152
['6/07/09 6:00'],95-99,12,58
['6/07/09 6:00'],100-104,1,12
['22/06/09 6:00'],0-4,2118,1955
['22/06/09 6:00'],5-9,2198,2185
['22/06/09 6:00'],10-14,2038,1927
['22/06/09 6:00'],15-19,1950,1829
['22/06/09 6:00'],20-24,2364,2413
['22/06/09 6:00'],25-29,3224,3419
['22/06/09 6:00'],30-34,4140,4389
['22/06/09 6:00'],35-39,3905,3879
['22/06/09 6:00'],40-44,3423,3435
['22/06/09 6:00'],45-49,2878,3006
['22/06/09 6:00'],50-54,2450,2760
['22/06/09 6:00'],55-59,2249,2453
['22/06/09 6:00'],60-64,2073,2027
['22/06/09 6:00'],65-69,1350,1352
['22/06/09 6:00'],70-74,862,931
['22/06/09 6:00'],75-79,640,793
['22/06/09 6:00'],80-84,374,599
['22/06/09 6:00'],85-89,193,381
['22/06/09 6:00'],90-94,51,156
['22/06/09 6:00'],95-99,13,57
['22/06/09 6:00'],100-104,1,12
['8/06/09 6:00'],0-4,2074,1910
['8/06/09 6:00'],5-9,2190,2178
['8/06/09 6:00'],10-14,2036,1927
['8/06/09 6:00'],15-19,1946,1826
['8/06/09 6:00'],20-24,2359,2405
['8/06/09 6:00'],25-29,3210,3400
['8/06/09 6:00'],30-34,4122,4370
['8/06/09 6:00'],35-39,3895,3865
['8/06/09 6:00'],40-44,3416,3427
['8/06/09 6:00'],45-49,2877,3004
['8/06/09 6:00'],50-54,2447,2757
['8/06/09 6:00'],55-59,2247,2452
['8/06/09 6:00'],60-64,2073,2027
['8/06/09 6:00'],65-69,1351,1350
['8/06/09 6:00'],70-74,861,931
['8/06/09 6:00'],75-79,639,796
['8/06/09 6:00'],80-84,374,596
['8/06/09 6:00'],85-89,192,381
['8/06/09 6:00'],90-94,51,157
['8/06/09 6:00'],95-99,13,59
['8/06/09 6:00'],100-104,1,12
['25/05/09 6:00'],0-4,2079,1916
['25/05/09 6:00'],5-9,2208,2185
['25/05/09 6:00'],10-14,2046,1931
['25/05/09 6:00'],15-19,1946,1829
['25/05/09 6:00'],20-24,2368,2404
['25/05/09 6:00'],25-29,3212,3415
['25/05/09 6:00'],30-34,4153,4386
['25/05/09 6:00'],35-39,3908,3871
['25/05/09 6:00'],40-44,3424,3439
['25/05/09 6:00'],45-49,2876,3011
['25/05/09 6:00'],50-54,2454,2762
['25/05/09 6:00'],55-59,2248,2449
['25/05/09 6:00'],60-64,2077,2029
['25/05/09 6:00'],65-69,1354,1349
['25/05/09 6:00'],70-74,861,931
['25/05/09 6:00'],75-79,640,798
['25/05/09 6:00'],80-84,374,597
['25/05/09 6:00'],85-89,194,382
['25/05/09 6:00'],90-94,53,158
['25/05/09 6:00'],95-99,13,60
['25/05/09 6:00'],100-104,1,11
['11/05/09 6:00'],0-4,2073,1908
['11/05/09 6:00'],5-9,2210,2181
['11/05/09 6:00'],10-14,2051,1933
['11/05/09 6:00'],15-19,1946,1831
['11/05/09 6:00'],20-24,2366,2405
['11/05/09 6:00'],25-29,3207,3419
['11/05/09 6:00'],30-34,4144,4367
['11/05/09 6:00'],35-39,3906,3864
['11/05/09 6:00'],40-44,3423,3441
['11/05/09 6:00'],45-49,2880,3008
['11/05/09 6:00'],50-54,2454,2756
['11/05/09 6:00'],55-59,2247,2446
['11/05/09 6:00'],60-64,2077,2031
['11/05/09 6:00'],65-69,1353,1350
['11/05/09 6:00'],70-74,862,932
['11/05/09 6:00'],75-79,640,799
['11/05/09 6:00'],80-84,373,597
['11/05/09 6:00'],85-89,193,382
['11/05/09 6:00'],90-94,53,158
['11/05/09 6:00'],95-99,13,60
['11/05/09 6:00'],100-104,1,11
['27/04/09 6:00'],0-4,2041,1867
['27/04/09 6:00'],5-9,2194,2170
['27/04/09 6:00'],10-14,2055,1938
['27/04/09 6:00'],15-19,1950,1836
['27/04/09 6:00'],20-24,2366,2405
['27/04/09 6:00'],25-29,3213,3423
['27/04/09 6:00'],30-34,4134,4353
['27/04/09 6:00'],35-39,3899,3860
['27/04/09 6:00'],40-44,3416,3439
['27/04/09 6:00'],45-49,2881,3011
['27/04/09 6:00'],50-54,2457,2760
['27/04/09 6:00'],55-59,2249,2450
['27/04/09 6:00'],60-64,2084,2032
['27/04/09 6:00'],65-69,1356,1349
['27/04/09 6:00'],70-74,861,932
['27/04/09 6:00'],75-79,640,798
['27/04/09 6:00'],80-84,375,598
['27/04/09 6:00'],85-89,195,387
['27/04/09 6:00'],90-94,54,158
['27/04/09 6:00'],95-99,13,62
['27/04/09 6:00'],100-104,1,11
['13/04/09 6:00'],0-4,1999,1820
['13/04/09 6:00'],5-9,2160,2128
['13/04/09 6:00'],10-14,2043,1931
['13/04/09 6:00'],15-19,1944,1827
['13/04/09 6:00'],20-24,2354,2392
['13/04/09 6:00'],25-29,3189,3390
['13/04/09 6:00'],30-34,4093,4316
['13/04/09 6:00'],35-39,3856,3818
['13/04/09 6:00'],40-44,3384,3400
['13/04/09 6:00'],45-49,2868,3008
['13/04/09 6:00'],50-54,2454,2756
['13/04/09 6:00'],55-59,2248,2450
['13/04/09 6:00'],60-64,2081,2030
['13/04/09 6:00'],65-69,1356,1348
['13/04/09 6:00'],70-74,861,930
['13/04/09 6:00'],75-79,639,797
['13/04/09 6:00'],80-84,375,597
['13/04/09 6:00'],85-89,195,386
['13/04/09 6:00'],90-94,54,158
['13/04/09 6:00'],95-99,13,63
['13/04/09 6:00'],100-104,1,11
['30/03/09 6:00'],0-4,2005,1832
['30/03/09 6:00'],5-9,2164,2138
['30/03/09 6:00'],10-14,2048,1935
['30/03/09 6:00'],15-19,1947,1826
['30/03/09 6:00'],20-24,2364,2399
['30/03/09 6:00'],25-29,3191,3394
['30/03/09 6:00'],30-34,4101,4335
['30/03/09 6:00'],35-39,3868,3841
['30/03/09 6:00'],40-44,3397,3405
['30/03/09 6:00'],45-49,2875,3016
['30/03/09 6:00'],50-54,2458,2761
['30/03/09 6:00'],55-59,2246,2454
['30/03/09 6:00'],60-64,2083,2030
['30/03/09 6:00'],65-69,1361,1350
['30/03/09 6:00'],70-74,865,931
['30/03/09 6:00'],75-79,639,797
['30/03/09 6:00'],80-84,376,600
['30/03/09 6:00'],85-89,196,388
['30/03/09 6:00'],90-94,56,159
['30/03/09 6:00'],95-99,13,63
['30/03/09 6:00'],100-104,1,11
['2/03/09 6:00'],0-4,1932,1745
['2/03/09 6:00'],5-9,2171,2138
['2/03/09 6:00'],10-14,2049,1931
['2/03/09 6:00'],15-19,1949,1825
['2/03/09 6:00'],20-24,2359,2406
['2/03/09 6:00'],25-29,3190,3401
['2/03/09 6:00'],30-34,4099,4332
['2/03/09 6:00'],35-39,3862,3835
['2/03/09 6:00'],40-44,3400,3408
['2/03/09 6:00'],45-49,2885,3023
['2/03/09 6:00'],50-54,2456,2757
['2/03/09 6:00'],55-59,2248,2455
['2/03/09 6:00'],60-64,2083,2027
['2/03/09 6:00'],65-69,1363,1349
['2/03/09 6:00'],70-74,867,935
['2/03/09 6:00'],75-79,638,795
['2/03/09 6:00'],80-84,377,600
['2/03/09 6:00'],85-89,198,389
['2/03/09 6:00'],90-94,57,163
['2/03/09 6:00'],95-99,14,67
['2/03/09 6:00'],100-104,1,12
['16/02/09 6:00'],0-4,1921,1737
['16/02/09 6:00'],5-9,2168,2133
['16/02/09 6:00'],10-14,2041,1924
['16/02/09 6:00'],15-19,1948,1826
['16/02/09 6:00'],20-24,2355,2401
['16/02/09 6:00'],25-29,3179,3407
['16/02/09 6:00'],30-34,4102,4329
['16/02/09 6:00'],35-39,3863,3839
['16/02/09 6:00'],40-44,3402,3410
['16/02/09 6:00'],45-49,2879,3021
['16/02/09 6:00'],50-54,2457,2761
['16/02/09 6:00'],55-59,2249,2451
['16/02/09 6:00'],60-64,2082,2025
['16/02/09 6:00'],65-69,1371,1351
['16/02/09 6:00'],70-74,869,935
['16/02/09 6:00'],75-79,644,796
['16/02/09 6:00'],80-84,378,606
['16/02/09 6:00'],85-89,199,391
['16/02/09 6:00'],90-94,56,166
['16/02/09 6:00'],95-99,15,69
['16/02/09 6:00'],100-104,1,12
['2/02/09 6:00'],0-4,1878,1699
['2/02/09 6:00'],5-9,2162,2124
['2/02/09 6:00'],10-14,2036,1919
['2/02/09 6:00'],15-19,1948,1825
['2/02/09 6:00'],20-24,2344,2384
['2/02/09 6:00'],25-29,3162,3387
['2/02/09 6:00'],30-34,4077,4307
['2/02/09 6:00'],35-39,3838,3824
['2/02/09 6:00'],40-44,3387,3399
['2/02/09 6:00'],45-49,2874,3019
['2/02/09 6:00'],50-54,2453,2757
['2/02/09 6:00'],55-59,2246,2451
['2/02/09 6:00'],60-64,2080,2023
['2/02/09 6:00'],65-69,1369,1351
['2/02/09 6:00'],70-74,869,935
['2/02/09 6:00'],75-79,643,795
['2/02/09 6:00'],80-84,378,605
['2/02/09 6:00'],85-89,199,390
['2/02/09 6:00'],90-94,56,165
['2/02/09 6:00'],95-99,15,69
['2/02/09 6:00'],100-104,1,12
['19/01/09 6:00'],0-4,1862,1699
['19/01/09 6:00'],5-9,2161,2115
['19/01/09 6:00'],10-14,2034,1918
['19/01/09 6:00'],15-19,1944,1822
['19/01/09 6:00'],20-24,2342,2380
['19/01/09 6:00'],25-29,3154,3391
['19/01/09 6:00'],30-34,4076,4289
['19/01/09 6:00'],35-39,3833,3814
['19/01/09 6:00'],40-44,3379,3396
['19/01/09 6:00'],45-49,2869,3015
['19/01/09 6:00'],50-54,2457,2755
['19/01/09 6:00'],55-59,2246,2453
['19/01/09 6:00'],60-64,2080,2024
['19/01/09 6:00'],65-69,1369,1350
['19/01/09 6:00'],70-74,873,937
['19/01/09 6:00'],75-79,647,798
['19/01/09 6:00'],80-84,381,608
['19/01/09 6:00'],85-89,203,389
['19/01/09 6:00'],90-94,59,165
['19/01/09 6:00'],95-99,15,71
['19/01/09 6:00'],100-104,1,11
['5/01/09 6:00'],0-4,1817,1677
['5/01/09 6:00'],5-9,2158,2115
['5/01/09 6:00'],10-14,2027,1916
['5/01/09 6:00'],15-19,1939,1815
['5/01/09 6:00'],20-24,2337,2378
['5/01/09 6:00'],25-29,3137,3376
['5/01/09 6:00'],30-34,4084,4272
['5/01/09 6:00'],35-39,3827,3807
['5/01/09 6:00'],40-44,3372,3387
['5/01/09 6:00'],45-49,2866,3014
['5/01/09 6:00'],50-54,2454,2754
['5/01/09 6:00'],55-59,2246,2457
['5/01/09 6:00'],60-64,2084,2026
['5/01/09 6:00'],65-69,1369,1349
['5/01/09 6:00'],70-74,872,939
['5/01/09 6:00'],75-79,650,800
['5/01/09 6:00'],80-84,383,609
['5/01/09 6:00'],85-89,202,390
['5/01/09 6:00'],90-94,59,166
['5/01/09 6:00'],95-99,15,72
['5/01/09 6:00'],100-104,1,12
['22/12/08 6:00'],0-4,2259,2091
['22/12/08 6:00'],5-9,2138,2123
['22/12/08 6:00'],10-14,1978,1807
['22/12/08 6:00'],15-19,1987,1927
['22/12/08 6:00'],20-24,2450,2545
['22/12/08 6:00'],25-29,3260,3565
['22/12/08 6:00'],30-34,4192,4242
['22/12/08 6:00'],35-39,3685,3674
['22/12/08 6:00'],40-44,3275,3359
['22/12/08 6:00'],45-49,2821,2965
['22/12/08 6:00'],50-54,2335,2618
['22/12/08 6:00'],55-59,2285,2426
['22/12/08 6:00'],60-64,1970,1935
['22/12/08 6:00'],65-69,1168,1158
['22/12/08 6:00'],70-74,853,941
['22/12/08 6:00'],75-79,628,769
['22/12/08 6:00'],80-84,319,557
['22/12/08 6:00'],85-89,167,347
['22/12/08 6:00'],90-94,50,149
['22/12/08 6:00'],95-99,10,51
['22/12/08 6:00'],100-104,1,8
['8/12/08 6:00'],0-4,2204,2039
['8/12/08 6:00'],5-9,2136,2118
['8/12/08 6:00'],10-14,1977,1800
['8/12/08 6:00'],15-19,1985,1924
['8/12/08 6:00'],20-24,2444,2542
['8/12/08 6:00'],25-29,3250,3554
['8/12/08 6:00'],30-34,4180,4226
['8/12/08 6:00'],35-39,3678,3668
['8/12/08 6:00'],40-44,3272,3355
['8/12/08 6:00'],45-49,2817,2960
['8/12/08 6:00'],50-54,2330,2618
['8/12/08 6:00'],55-59,2284,2426
['8/12/08 6:00'],60-64,1970,1935
['8/12/08 6:00'],65-69,1167,1154
['8/12/08 6:00'],70-74,852,939
['8/12/08 6:00'],75-79,627,767
['8/12/08 6:00'],80-84,318,556
['8/12/08 6:00'],85-89,167,347
['8/12/08 6:00'],90-94,50,149
['8/12/08 6:00'],95-99,10,51
['8/12/08 6:00'],100-104,1,8
['24/11/08 6:00'],0-4,2209,2036
['24/11/08 6:00'],5-9,2134,2120
['24/11/08 6:00'],10-14,1979,1800
['24/11/08 6:00'],15-19,1984,1924
['24/11/08 6:00'],20-24,2446,2543
['24/11/08 6:00'],25-29,3251,3551
['24/11/08 6:00'],30-34,4188,4234
['24/11/08 6:00'],35-39,3683,3670
['24/11/08 6:00'],40-44,3276,3365
['24/11/08 6:00'],45-49,2819,2960
['24/11/08 6:00'],50-54,2333,2621
['24/11/08 6:00'],55-59,2286,2421
['24/11/08 6:00'],60-64,1971,1937
['24/11/08 6:00'],65-69,1170,1158
['24/11/08 6:00'],70-74,854,938
['24/11/08 6:00'],75-79,629,768
['24/11/08 6:00'],80-84,320,554
['24/11/08 6:00'],85-89,168,348
['24/11/08 6:00'],90-94,50,152
['24/11/08 6:00'],95-99,10,52
['24/11/08 6:00'],100-104,1,8
['10/11/08 6:00'],0-4,2205,2024
['10/11/08 6:00'],5-9,2131,2115
['10/11/08 6:00'],10-14,1976,1797
['10/11/08 6:00'],15-19,1980,1918
['10/11/08 6:00'],20-24,2439,2538
['10/11/08 6:00'],25-29,3243,3544
['10/11/08 6:00'],30-34,4182,4233
['10/11/08 6:00'],35-39,3679,3664
['10/11/08 6:00'],40-44,3277,3360
['10/11/08 6:00'],45-49,2816,2959
['10/11/08 6:00'],50-54,2337,2620
['10/11/08 6:00'],55-59,2285,2418
['10/11/08 6:00'],60-64,1972,1939
['10/11/08 6:00'],65-69,1169,1159
['10/11/08 6:00'],70-74,853,939
['10/11/08 6:00'],75-79,629,769
['10/11/08 6:00'],80-84,319,554
['10/11/08 6:00'],85-89,169,348
['10/11/08 6:00'],90-94,50,151
['10/11/08 6:00'],95-99,10,53
['10/11/08 6:00'],100-104,1,8
['27/10/08 6:00'],0-4,2172,1988
['27/10/08 6:00'],5-9,2140,2119
['27/10/08 6:00'],10-14,1981,1802
['27/10/08 6:00'],15-19,1978,1922
['27/10/08 6:00'],20-24,2441,2536
['27/10/08 6:00'],25-29,3243,3549
['27/10/08 6:00'],30-34,4172,4232
['27/10/08 6:00'],35-39,3691,3671
['27/10/08 6:00'],40-44,3289,3368
['27/10/08 6:00'],45-49,2821,2958
['27/10/08 6:00'],50-54,2339,2623
['27/10/08 6:00'],55-59,2294,2422
['27/10/08 6:00'],60-64,1974,1940
['27/10/08 6:00'],65-69,1166,1159
['27/10/08 6:00'],70-74,854,942
['27/10/08 6:00'],75-79,629,769
['27/10/08 6:00'],80-84,321,556
['27/10/08 6:00'],85-89,171,349
['27/10/08 6:00'],90-94,53,150
['27/10/08 6:00'],95-99,9,54
['27/10/08 6:00'],100-104,1,9
['13/10/08 6:00'],0-4,2163,1978
['13/10/08 6:00'],5-9,2136,2114
['13/10/08 6:00'],10-14,1968,1796
['13/10/08 6:00'],15-19,1975,1913
['13/10/08 6:00'],20-24,2433,2526
['13/10/08 6:00'],25-29,3232,3533
['13/10/08 6:00'],30-34,4154,4215
['13/10/08 6:00'],35-39,3679,3667
['13/10/08 6:00'],40-44,3285,3363
['13/10/08 6:00'],45-49,2817,2953
['13/10/08 6:00'],50-54,2337,2621
['13/10/08 6:00'],55-59,2294,2422
['13/10/08 6:00'],60-64,1974,1940
['13/10/08 6:00'],65-69,1166,1160
['13/10/08 6:00'],70-74,855,941
['13/10/08 6:00'],75-79,629,767
['13/10/08 6:00'],80-84,321,554
['13/10/08 6:00'],85-89,172,350
['13/10/08 6:00'],90-94,53,151
['13/10/08 6:00'],95-99,9,54
['13/10/08 6:00'],100-104,1,10
['29/09/08 6:00'],0-4,2114,1951
['29/09/08 6:00'],5-9,2130,2114
['29/09/08 6:00'],10-14,1969,1797
['29/09/08 6:00'],15-19,1974,1918
['29/09/08 6:00'],20-24,2428,2515
['29/09/08 6:00'],25-29,3217,3516
['29/09/08 6:00'],30-34,4142,4201
['29/09/08 6:00'],35-39,3675,3663
['29/09/08 6:00'],40-44,3287,3353
['29/09/08 6:00'],45-49,2822,2948
['29/09/08 6:00'],50-54,2336,2625
['29/09/08 6:00'],55-59,2298,2415
['29/09/08 6:00'],60-64,1969,1944
['29/09/08 6:00'],65-69,1167,1161
['29/09/08 6:00'],70-74,853,944
['29/09/08 6:00'],75-79,630,768
['29/09/08 6:00'],80-84,326,560
['29/09/08 6:00'],85-89,175,351
['29/09/08 6:00'],90-94,53,152
['29/09/08 6:00'],95-99,9,54
['29/09/08 6:00'],100-104,1,11
['15/09/08 6:00'],0-4,2058,1893
['15/09/08 6:00'],5-9,2132,2109
['15/09/08 6:00'],10-14,1967,1796
['15/09/08 6:00'],15-19,1975,1914
['15/09/08 6:00'],20-24,2427,2507
['15/09/08 6:00'],25-29,3221,3502
['15/09/08 6:00'],30-34,4149,4190
['15/09/08 6:00'],35-39,3677,3666
['15/09/08 6:00'],40-44,3283,3343
['15/09/08 6:00'],45-49,2823,2942
['15/09/08 6:00'],50-54,2337,2626
['15/09/08 6:00'],55-59,2297,2417
['15/09/08 6:00'],60-64,1973,1945
['15/09/08 6:00'],65-69,1170,1161
['15/09/08 6:00'],70-74,853,943
['15/09/08 6:00'],75-79,632,772
['15/09/08 6:00'],80-84,327,560
['15/09/08 6:00'],85-89,176,353
['15/09/08 6:00'],90-94,53,153
['15/09/08 6:00'],95-99,10,55
['15/09/08 6:00'],100-104,1,11
['15/09/08 6:00'],0-4,2058,1893
['15/09/08 6:00'],5-9,2132,2109
['15/09/08 6:00'],10-14,1967,1796
['15/09/08 6:00'],15-19,1975,1914
['15/09/08 6:00'],20-24,2427,2507
['15/09/08 6:00'],25-29,3221,3502
['15/09/08 6:00'],30-34,4149,4190
['15/09/08 6:00'],35-39,3677,3666
['15/09/08 6:00'],40-44,3283,3343
['15/09/08 6:00'],45-49,2823,2942
['15/09/08 6:00'],50-54,2337,2626
['15/09/08 6:00'],55-59,2297,2417
['15/09/08 6:00'],60-64,1973,1945
['15/09/08 6:00'],65-69,1170,1161
['15/09/08 6:00'],70-74,853,943
['15/09/08 6:00'],75-79,632,772
['15/09/08 6:00'],80-84,327,560
['15/09/08 6:00'],85-89,176,353
['15/09/08 6:00'],90-94,53,153
['15/09/08 6:00'],95-99,10,55
['15/09/08 6:00'],100-104,1,11
['1/09/08 6:00'],0-4,2010,1847
['1/09/08 6:00'],5-9,2122,2087
['1/09/08 6:00'],10-14,1962,1787
['1/09/08 6:00'],15-19,1972,1909
['1/09/08 6:00'],20-24,2422,2500
['1/09/08 6:00'],25-29,3221,3458
['1/09/08 6:00'],30-34,4122,4168
['1/09/08 6:00'],35-39,3654,3643
['1/09/08 6:00'],40-44,3279,3339
['1/09/08 6:00'],45-49,2819,2941
['1/09/08 6:00'],50-54,2338,2622
['1/09/08 6:00'],55-59,2296,2415
['1/09/08 6:00'],60-64,1973,1942
['1/09/08 6:00'],65-69,1170,1162
['1/09/08 6:00'],70-74,855,943
['1/09/08 6:00'],75-79,633,774
['1/09/08 6:00'],80-84,328,560
['1/09/08 6:00'],85-89,177,355
['1/09/08 6:00'],90-94,52,159
['1/09/08 6:00'],95-99,11,55
['1/09/08 6:00'],100-104,2,11
['1/09/08 6:00'],0-4,2010,1847
['1/09/08 6:00'],5-9,2122,2087
['1/09/08 6:00'],10-14,1962,1787
['1/09/08 6:00'],15-19,1972,1909
['1/09/08 6:00'],20-24,2422,2500
['1/09/08 6:00'],25-29,3221,3458
['1/09/08 6:00'],30-34,4122,4168
['1/09/08 6:00'],35-39,3654,3643
['1/09/08 6:00'],40-44,3279,3339
['1/09/08 6:00'],45-49,2819,2941
['1/09/08 6:00'],50-54,2338,2622
['1/09/08 6:00'],55-59,2296,2415
['1/09/08 6:00'],60-64,1973,1942
['1/09/08 6:00'],65-69,1170,1162
['1/09/08 6:00'],70-74,855,943
['1/09/08 6:00'],75-79,633,774
['1/09/08 6:00'],80-84,328,560
['1/09/08 6:00'],85-89,177,355
['1/09/08 6:00'],90-94,52,159
['1/09/08 6:00'],95-99,11,55
['1/09/08 6:00'],100-104,2,11
['18/08/08 6:00'],0-4,1996,1832
['18/08/08 6:00'],5-9,2119,2083
['18/08/08 6:00'],10-14,1955,1779
['18/08/08 6:00'],15-19,1965,1900
['18/08/08 6:00'],20-24,2411,2488
['18/08/08 6:00'],25-29,3199,3433
['18/08/08 6:00'],30-34,4089,4126
['18/08/08 6:00'],35-39,3637,3628
['18/08/08 6:00'],40-44,3273,3328
['18/08/08 6:00'],45-49,2813,2936
['18/08/08 6:00'],50-54,2338,2622
['18/08/08 6:00'],55-59,2296,2415
['18/08/08 6:00'],60-64,1971,1937
['18/08/08 6:00'],65-69,1168,1161
['18/08/08 6:00'],70-74,855,941
['18/08/08 6:00'],75-79,631,774
['18/08/08 6:00'],80-84,328,559
['18/08/08 6:00'],85-89,177,355
['18/08/08 6:00'],90-94,52,158
['18/08/08 6:00'],95-99,11,55
['18/08/08 6:00'],100-104,2,11
['4/08/08 6:00'],0-4,1991,1828
['4/08/08 6:00'],5-9,2116,2077
['4/08/08 6:00'],10-14,1955,1771
['4/08/08 6:00'],15-19,1959,1892
['4/08/08 6:00'],20-24,2407,2478
['4/08/08 6:00'],25-29,3185,3418
['4/08/08 6:00'],30-34,4055,4095
['4/08/08 6:00'],35-39,3619,3607
['4/08/08 6:00'],40-44,3268,3316
['4/08/08 6:00'],45-49,2806,2933
['4/08/08 6:00'],50-54,2335,2617
['4/08/08 6:00'],55-59,2293,2415
['4/08/08 6:00'],60-64,1971,1932
['4/08/08 6:00'],65-69,1168,1161
['4/08/08 6:00'],70-74,855,941
['4/08/08 6:00'],75-79,631,774
['4/08/08 6:00'],80-84,327,559
['4/08/08 6:00'],85-89,177,354
['4/08/08 6:00'],90-94,52,158
['4/08/08 6:00'],95-99,11,55
['4/08/08 6:00'],100-104,2,11
['21/07/08 6:00'],0-4,1995,1821
['21/07/08 6:00'],5-9,2115,2074
['21/07/08 6:00'],10-14,1950,1770
['21/07/08 6:00'],15-19,1958,1888
['21/07/08 6:00'],20-24,2407,2470
['21/07/08 6:00'],25-29,3179,3419
['21/07/08 6:00'],30-34,4040,4088
['21/07/08 6:00'],35-39,3623,3601
['21/07/08 6:00'],40-44,3268,3311
['21/07/08 6:00'],45-49,2807,2932
['21/07/08 6:00'],50-54,2335,2614
['21/07/08 6:00'],55-59,2292,2415
['21/07/08 6:00'],60-64,1970,1928
['21/07/08 6:00'],65-69,1166,1161
['21/07/08 6:00'],70-74,855,941
['21/07/08 6:00'],75-79,631,774
['21/07/08 6:00'],80-84,327,560
['21/07/08 6:00'],85-89,177,353
['21/07/08 6:00'],90-94,52,158
['21/07/08 6:00'],95-99,11,55
['21/07/08 6:00'],100-104,2,11
['21/07/08 6:00'],0-4,1995,1821
['21/07/08 6:00'],5-9,2115,2074
['21/07/08 6:00'],10-14,1950,1770
['21/07/08 6:00'],15-19,1958,1888
['21/07/08 6:00'],20-24,2407,2470
['21/07/08 6:00'],25-29,3179,3419
['21/07/08 6:00'],30-34,4040,4088
['21/07/08 6:00'],35-39,3623,3601
['21/07/08 6:00'],40-44,3268,3311
['21/07/08 6:00'],45-49,2807,2932
['21/07/08 6:00'],50-54,2335,2614
['21/07/08 6:00'],55-59,2292,2415
['21/07/08 6:00'],60-64,1970,1928
['21/07/08 6:00'],65-69,1166,1161
['21/07/08 6:00'],70-74,855,941
['21/07/08 6:00'],75-79,631,774
['21/07/08 6:00'],80-84,327,560
['21/07/08 6:00'],85-89,177,353
['21/07/08 6:00'],90-94,52,158
['21/07/08 6:00'],95-99,11,55
['21/07/08 6:00'],100-104,2,11
['7/07/08 6:00'],0-4,1993,1813
['7/07/08 6:00'],5-9,2112,2075
['7/07/08 6:00'],10-14,1950,1771
['7/07/08 6:00'],15-19,1960,1888
['7/07/08 6:00'],20-24,2409,2477
['7/07/08 6:00'],25-29,3202,3437
['7/07/08 6:00'],30-34,4055,4095
['7/07/08 6:00'],35-39,3632,3615
['7/07/08 6:00'],40-44,3271,3310
['7/07/08 6:00'],45-49,2811,2928
['7/07/08 6:00'],50-54,2337,2620
['7/07/08 6:00'],55-59,2289,2416
['7/07/08 6:00'],60-64,1971,1928
['7/07/08 6:00'],65-69,1168,1163
['7/07/08 6:00'],70-74,858,942
['7/07/08 6:00'],75-79,632,778
['7/07/08 6:00'],80-84,330,560
['7/07/08 6:00'],85-89,179,355
['7/07/08 6:00'],90-94,52,159
['7/07/08 6:00'],95-99,11,55
['7/07/08 6:00'],100-104,2,11
['23/06/08 6:00'],0-4,1958,1772
['23/06/08 6:00'],5-9,2119,2079
['23/06/08 6:00'],10-14,1945,1770
['23/06/08 6:00'],15-19,1964,1888
['23/06/08 6:00'],20-24,2406,2474
['23/06/08 6:00'],25-29,3212,3433
['23/06/08 6:00'],30-34,4060,4108
['23/06/08 6:00'],35-39,3629,3619
['23/06/08 6:00'],40-44,3276,3311
['23/06/08 6:00'],45-49,2817,2934
['23/06/08 6:00'],50-54,2342,2621
['23/06/08 6:00'],55-59,2294,2416
['23/06/08 6:00'],60-64,1971,1930
['23/06/08 6:00'],65-69,1172,1163
['23/06/08 6:00'],70-74,857,941
['23/06/08 6:00'],75-79,635,778
['23/06/08 6:00'],80-84,331,563
['23/06/08 6:00'],85-89,178,361
['23/06/08 6:00'],90-94,53,157
['23/06/08 6:00'],95-99,11,54
['23/06/08 6:00'],100-104,2,11
['23/06/08 6:00'],0-4,1958,1772
['23/06/08 6:00'],5-9,2119,2079
['23/06/08 6:00'],10-14,1945,1770
['23/06/08 6:00'],15-19,1964,1888
['23/06/08 6:00'],20-24,2406,2474
['23/06/08 6:00'],25-29,3212,3433
['23/06/08 6:00'],30-34,4060,4108
['23/06/08 6:00'],35-39,3629,3619
['23/06/08 6:00'],40-44,3276,3311
['23/06/08 6:00'],45-49,2817,2934
['23/06/08 6:00'],50-54,2342,2621
['23/06/08 6:00'],55-59,2294,2416
['23/06/08 6:00'],60-64,1971,1930
['23/06/08 6:00'],65-69,1172,1163
['23/06/08 6:00'],70-74,857,941
['23/06/08 6:00'],75-79,635,778
['23/06/08 6:00'],80-84,331,563
['23/06/08 6:00'],85-89,178,361
['23/06/08 6:00'],90-94,53,157
['23/06/08 6:00'],95-99,11,54
['23/06/08 6:00'],100-104,2,11
['9/06/08 6:00'],0-4,1957,1769
['9/06/08 6:00'],5-9,2116,2078
['9/06/08 6:00'],10-14,1941,1768
['9/06/08 6:00'],15-19,1962,1885
['9/06/08 6:00'],20-24,2398,2461
['9/06/08 6:00'],25-29,3202,3431
